json_file_path,consumer,consumer_scope,scope_alignment,signalt_irrigation_source,consumer_ready,redundant_with,added_value,quality_risk,notes,row_key,stage,stage_known,file_exists,file_bytes,irrigability_bucket,irrigability_reasons,stage_expected_signal_types,stage_required_capabilities,stage_registered_consumer_ids,stage_declared_consumer_ids,stage_declared_consumer_count,stage_registered_consumer_count,stage_declared_capabilities_union,stage_declared_allowed_signal_types_union,stage_declared_min_confidence_min,stage_declared_max_signals_per_query_max,stage_expected_signal_types_covered_by_declared,stage_expected_signal_types_uncovered_by_declared,stage_required_capabilities_covered_by_declared,stage_required_capabilities_missing_in_declared,stage_has_registered_consumer,stage_has_declared_equipped_consumer,stage_signal_vocab_mismatch,stage_capability_vocab_mismatch
_registry/patterns/by_category/MECANISMO_COMPLETO.json,QuestionnaireSignalRegistry.get_patterns_by_category,Phase_02,YES,Signalt.PatternExtraction,YES,None,YES,LOW,,7b9e17b258d2dfe17fbc4a2c7e50c53e497219e7,phase_02,True,True,1348,irrigable_now,[],"[""PATTERN_ENRICHMENT"",""KEYWORD_ENRICHMENT"",""ENTITY_ENRICHMENT""]","[""ENTITY_LINKING"",""KEYWORD_MATCHING"",""NER_EXTRACTION"",""PATTERN_MATCHING"",""REGEX_ENGINE"",""TF_IDF""]","[""phase_2_enrichment""]","[""EvidenceNexus"",""IrrigationSynchronizer"",""SignalEnhancementIntegrator""]",3,1,"[""CAUSAL_INFERENCE"",""FINANCIAL_ANALYSIS"",""GRAPH_CONSTRUCTION"",""INTERDEPENDENCY_VALIDATION"",""NER_EXTRACTION"",""NUMERIC_PARSING"",""SEMANTIC_PROCESSING"",""TABLE_PARSING"",""TEMPORAL_REASONING""]","[""CAUSAL_LINK"",""FINANCIAL_CHAIN"",""INSTITUTIONAL_ENTITY"",""INTERDEPENDENCY_CONTEXT"",""NORMATIVE_REFERENCE"",""PROGRAMMATIC_HIERARCHY"",""QUANTITATIVE_TRIPLET"",""SEMANTIC_RELATIONSHIP"",""STRUCTURAL_MARKER"",""TEMPORAL_MARKER""]",0.0,200,[],"[""PATTERN_ENRICHMENT"",""KEYWORD_ENRICHMENT"",""ENTITY_ENRICHMENT""]","[""NER_EXTRACTION""]","[""ENTITY_LINKING"",""KEYWORD_MATCHING"",""PATTERN_MATCHING"",""REGEX_ENGINE"",""TF_IDF""]",True,True,True,False
_registry/patterns/by_category/MEDICION.json,QuestionnaireSignalRegistry.get_patterns_by_category,Phase_02,YES,Signalt.PatternExtraction,YES,None,YES,LOW,,cdc64c63799317b543a6b278a5195aeeb8bf84ea,phase_02,True,True,3691,irrigable_now,[],"[""PATTERN_ENRICHMENT"",""KEYWORD_ENRICHMENT"",""ENTITY_ENRICHMENT""]","[""ENTITY_LINKING"",""KEYWORD_MATCHING"",""NER_EXTRACTION"",""PATTERN_MATCHING"",""REGEX_ENGINE"",""TF_IDF""]","[""phase_2_enrichment""]","[""EvidenceNexus"",""IrrigationSynchronizer"",""SignalEnhancementIntegrator""]",3,1,"[""CAUSAL_INFERENCE"",""FINANCIAL_ANALYSIS"",""GRAPH_CONSTRUCTION"",""INTERDEPENDENCY_VALIDATION"",""NER_EXTRACTION"",""NUMERIC_PARSING"",""SEMANTIC_PROCESSING"",""TABLE_PARSING"",""TEMPORAL_REASONING""]","[""CAUSAL_LINK"",""FINANCIAL_CHAIN"",""INSTITUTIONAL_ENTITY"",""INTERDEPENDENCY_CONTEXT"",""NORMATIVE_REFERENCE"",""PROGRAMMATIC_HIERARCHY"",""QUANTITATIVE_TRIPLET"",""SEMANTIC_RELATIONSHIP"",""STRUCTURAL_MARKER"",""TEMPORAL_MARKER""]",0.0,200,[],"[""PATTERN_ENRICHMENT"",""KEYWORD_ENRICHMENT"",""ENTITY_ENRICHMENT""]","[""NER_EXTRACTION""]","[""ENTITY_LINKING"",""KEYWORD_MATCHING"",""PATTERN_MATCHING"",""REGEX_ENGINE"",""TF_IDF""]",True,True,True,False
_registry/patterns/by_category/POBLACION.json,QuestionnaireSignalRegistry.get_patterns_by_category,Phase_02,YES,Signalt.PatternExtraction,YES,None,YES,LOW,,a938b533bfdeb9477d7abd3e984166dc489f70d2,phase_02,True,True,3846,irrigable_now,[],"[""PATTERN_ENRICHMENT"",""KEYWORD_ENRICHMENT"",""ENTITY_ENRICHMENT""]","[""ENTITY_LINKING"",""KEYWORD_MATCHING"",""NER_EXTRACTION"",""PATTERN_MATCHING"",""REGEX_ENGINE"",""TF_IDF""]","[""phase_2_enrichment""]","[""EvidenceNexus"",""IrrigationSynchronizer"",""SignalEnhancementIntegrator""]",3,1,"[""CAUSAL_INFERENCE"",""FINANCIAL_ANALYSIS"",""GRAPH_CONSTRUCTION"",""INTERDEPENDENCY_VALIDATION"",""NER_EXTRACTION"",""NUMERIC_PARSING"",""SEMANTIC_PROCESSING"",""TABLE_PARSING"",""TEMPORAL_REASONING""]","[""CAUSAL_LINK"",""FINANCIAL_CHAIN"",""INSTITUTIONAL_ENTITY"",""INTERDEPENDENCY_CONTEXT"",""NORMATIVE_REFERENCE"",""PROGRAMMATIC_HIERARCHY"",""QUANTITATIVE_TRIPLET"",""SEMANTIC_RELATIONSHIP"",""STRUCTURAL_MARKER"",""TEMPORAL_MARKER""]",0.0,200,[],"[""PATTERN_ENRICHMENT"",""KEYWORD_ENRICHMENT"",""ENTITY_ENRICHMENT""]","[""NER_EXTRACTION""]","[""ENTITY_LINKING"",""KEYWORD_MATCHING"",""PATTERN_MATCHING"",""REGEX_ENGINE"",""TF_IDF""]",True,True,True,False
_registry/patterns/by_category/PRODUCTO_TIPO.json,QuestionnaireSignalRegistry.get_patterns_by_category,Phase_02,YES,Signalt.PatternExtraction,YES,None,YES,LOW,,870edb02b9a1a7526e8f5d0edc53a37427d7ecee,phase_02,True,True,3699,irrigable_now,[],"[""PATTERN_ENRICHMENT"",""KEYWORD_ENRICHMENT"",""ENTITY_ENRICHMENT""]","[""ENTITY_LINKING"",""KEYWORD_MATCHING"",""NER_EXTRACTION"",""PATTERN_MATCHING"",""REGEX_ENGINE"",""TF_IDF""]","[""phase_2_enrichment""]","[""EvidenceNexus"",""IrrigationSynchronizer"",""SignalEnhancementIntegrator""]",3,1,"[""CAUSAL_INFERENCE"",""FINANCIAL_ANALYSIS"",""GRAPH_CONSTRUCTION"",""INTERDEPENDENCY_VALIDATION"",""NER_EXTRACTION"",""NUMERIC_PARSING"",""SEMANTIC_PROCESSING"",""TABLE_PARSING"",""TEMPORAL_REASONING""]","[""CAUSAL_LINK"",""FINANCIAL_CHAIN"",""INSTITUTIONAL_ENTITY"",""INTERDEPENDENCY_CONTEXT"",""NORMATIVE_REFERENCE"",""PROGRAMMATIC_HIERARCHY"",""QUANTITATIVE_TRIPLET"",""SEMANTIC_RELATIONSHIP"",""STRUCTURAL_MARKER"",""TEMPORAL_MARKER""]",0.0,200,[],"[""PATTERN_ENRICHMENT"",""KEYWORD_ENRICHMENT"",""ENTITY_ENRICHMENT""]","[""NER_EXTRACTION""]","[""ENTITY_LINKING"",""KEYWORD_MATCHING"",""PATTERN_MATCHING"",""REGEX_ENGINE"",""TF_IDF""]",True,True,True,False
_registry/patterns/by_category/TEMPORAL.json,QuestionnaireSignalRegistry.get_patterns_by_category,Phase_02,YES,Signalt.PatternExtraction,YES,None,YES,LOW,,63ad08168206ea2a055511cf634671d91458ffce,phase_02,True,True,17560,irrigable_now,[],"[""PATTERN_ENRICHMENT"",""KEYWORD_ENRICHMENT"",""ENTITY_ENRICHMENT""]","[""ENTITY_LINKING"",""KEYWORD_MATCHING"",""NER_EXTRACTION"",""PATTERN_MATCHING"",""REGEX_ENGINE"",""TF_IDF""]","[""phase_2_enrichment""]","[""EvidenceNexus"",""IrrigationSynchronizer"",""SignalEnhancementIntegrator""]",3,1,"[""CAUSAL_INFERENCE"",""FINANCIAL_ANALYSIS"",""GRAPH_CONSTRUCTION"",""INTERDEPENDENCY_VALIDATION"",""NER_EXTRACTION"",""NUMERIC_PARSING"",""SEMANTIC_PROCESSING"",""TABLE_PARSING"",""TEMPORAL_REASONING""]","[""CAUSAL_LINK"",""FINANCIAL_CHAIN"",""INSTITUTIONAL_ENTITY"",""INTERDEPENDENCY_CONTEXT"",""NORMATIVE_REFERENCE"",""PROGRAMMATIC_HIERARCHY"",""QUANTITATIVE_TRIPLET"",""SEMANTIC_RELATIONSHIP"",""STRUCTURAL_MARKER"",""TEMPORAL_MARKER""]",0.0,200,[],"[""PATTERN_ENRICHMENT"",""KEYWORD_ENRICHMENT"",""ENTITY_ENRICHMENT""]","[""NER_EXTRACTION""]","[""ENTITY_LINKING"",""KEYWORD_MATCHING"",""PATTERN_MATCHING"",""REGEX_ENGINE"",""TF_IDF""]",True,True,True,False
_registry/patterns/by_category/TERRITORIAL.json,QuestionnaireSignalRegistry.get_patterns_by_category,Phase_02,YES,Signalt.PatternExtraction,YES,None,YES,LOW,,541fcd569dfe990e790ec7c279d2b1d03a070245,phase_02,True,True,80766,irrigable_now,[],"[""PATTERN_ENRICHMENT"",""KEYWORD_ENRICHMENT"",""ENTITY_ENRICHMENT""]","[""ENTITY_LINKING"",""KEYWORD_MATCHING"",""NER_EXTRACTION"",""PATTERN_MATCHING"",""REGEX_ENGINE"",""TF_IDF""]","[""phase_2_enrichment""]","[""EvidenceNexus"",""IrrigationSynchronizer"",""SignalEnhancementIntegrator""]",3,1,"[""CAUSAL_INFERENCE"",""FINANCIAL_ANALYSIS"",""GRAPH_CONSTRUCTION"",""INTERDEPENDENCY_VALIDATION"",""NER_EXTRACTION"",""NUMERIC_PARSING"",""SEMANTIC_PROCESSING"",""TABLE_PARSING"",""TEMPORAL_REASONING""]","[""CAUSAL_LINK"",""FINANCIAL_CHAIN"",""INSTITUTIONAL_ENTITY"",""INTERDEPENDENCY_CONTEXT"",""NORMATIVE_REFERENCE"",""PROGRAMMATIC_HIERARCHY"",""QUANTITATIVE_TRIPLET"",""SEMANTIC_RELATIONSHIP"",""STRUCTURAL_MARKER"",""TEMPORAL_MARKER""]",0.0,200,[],"[""PATTERN_ENRICHMENT"",""KEYWORD_ENRICHMENT"",""ENTITY_ENRICHMENT""]","[""NER_EXTRACTION""]","[""ENTITY_LINKING"",""KEYWORD_MATCHING"",""PATTERN_MATCHING"",""REGEX_ENGINE"",""TF_IDF""]",True,True,True,False
_registry/patterns/by_category/UNIDAD_MEDIDA.json,QuestionnaireSignalRegistry.get_patterns_by_category,Phase_02,YES,Signalt.PatternExtraction,YES,None,YES,LOW,,c60674c02e5a8bb7ec55c9426239b1f5ded38616,phase_02,True,True,2542,irrigable_now,[],"[""PATTERN_ENRICHMENT"",""KEYWORD_ENRICHMENT"",""ENTITY_ENRICHMENT""]","[""ENTITY_LINKING"",""KEYWORD_MATCHING"",""NER_EXTRACTION"",""PATTERN_MATCHING"",""REGEX_ENGINE"",""TF_IDF""]","[""phase_2_enrichment""]","[""EvidenceNexus"",""IrrigationSynchronizer"",""SignalEnhancementIntegrator""]",3,1,"[""CAUSAL_INFERENCE"",""FINANCIAL_ANALYSIS"",""GRAPH_CONSTRUCTION"",""INTERDEPENDENCY_VALIDATION"",""NER_EXTRACTION"",""NUMERIC_PARSING"",""SEMANTIC_PROCESSING"",""TABLE_PARSING"",""TEMPORAL_REASONING""]","[""CAUSAL_LINK"",""FINANCIAL_CHAIN"",""INSTITUTIONAL_ENTITY"",""INTERDEPENDENCY_CONTEXT"",""NORMATIVE_REFERENCE"",""PROGRAMMATIC_HIERARCHY"",""QUANTITATIVE_TRIPLET"",""SEMANTIC_RELATIONSHIP"",""STRUCTURAL_MARKER"",""TEMPORAL_MARKER""]",0.0,200,[],"[""PATTERN_ENRICHMENT"",""KEYWORD_ENRICHMENT"",""ENTITY_ENRICHMENT""]","[""NER_EXTRACTION""]","[""ENTITY_LINKING"",""KEYWORD_MATCHING"",""PATTERN_MATCHING"",""REGEX_ENGINE"",""TF_IDF""]",True,True,True,False
_registry/patterns/by_context/PDET.json,QuestionnaireSignalRegistry.get_context_patterns,Phase_02,YES,Signalt.PatternExtraction,YES,None,YES,LOW,,05d6ea6631d7f51fc9258112a7eb1b3d48cbb3c5,phase_02,True,True,1712,irrigable_now,[],"[""PATTERN_ENRICHMENT"",""KEYWORD_ENRICHMENT"",""ENTITY_ENRICHMENT""]","[""ENTITY_LINKING"",""KEYWORD_MATCHING"",""NER_EXTRACTION"",""PATTERN_MATCHING"",""REGEX_ENGINE"",""TF_IDF""]","[""phase_2_enrichment""]","[""EvidenceNexus"",""IrrigationSynchronizer"",""SignalEnhancementIntegrator""]",3,1,"[""CAUSAL_INFERENCE"",""FINANCIAL_ANALYSIS"",""GRAPH_CONSTRUCTION"",""INTERDEPENDENCY_VALIDATION"",""NER_EXTRACTION"",""NUMERIC_PARSING"",""SEMANTIC_PROCESSING"",""TABLE_PARSING"",""TEMPORAL_REASONING""]","[""CAUSAL_LINK"",""FINANCIAL_CHAIN"",""INSTITUTIONAL_ENTITY"",""INTERDEPENDENCY_CONTEXT"",""NORMATIVE_REFERENCE"",""PROGRAMMATIC_HIERARCHY"",""QUANTITATIVE_TRIPLET"",""SEMANTIC_RELATIONSHIP"",""STRUCTURAL_MARKER"",""TEMPORAL_MARKER""]",0.0,200,[],"[""PATTERN_ENRICHMENT"",""KEYWORD_ENRICHMENT"",""ENTITY_ENRICHMENT""]","[""NER_EXTRACTION""]","[""ENTITY_LINKING"",""KEYWORD_MATCHING"",""PATTERN_MATCHING"",""REGEX_ENGINE"",""TF_IDF""]",True,True,True,False
_registry/patterns/by_dimension/DIM01.json,QuestionnaireSignalRegistry.get_patterns_by_dimension,Phase_02,YES,Signalt.PatternExtraction,YES,None,YES,LOW,,fd5210646433eb5f3449db540dda947cd6d18aff,phase_02,True,True,549182,irrigable_now,[],"[""PATTERN_ENRICHMENT"",""KEYWORD_ENRICHMENT"",""ENTITY_ENRICHMENT""]","[""ENTITY_LINKING"",""KEYWORD_MATCHING"",""NER_EXTRACTION"",""PATTERN_MATCHING"",""REGEX_ENGINE"",""TF_IDF""]","[""phase_2_enrichment""]","[""EvidenceNexus"",""IrrigationSynchronizer"",""SignalEnhancementIntegrator""]",3,1,"[""CAUSAL_INFERENCE"",""FINANCIAL_ANALYSIS"",""GRAPH_CONSTRUCTION"",""INTERDEPENDENCY_VALIDATION"",""NER_EXTRACTION"",""NUMERIC_PARSING"",""SEMANTIC_PROCESSING"",""TABLE_PARSING"",""TEMPORAL_REASONING""]","[""CAUSAL_LINK"",""FINANCIAL_CHAIN"",""INSTITUTIONAL_ENTITY"",""INTERDEPENDENCY_CONTEXT"",""NORMATIVE_REFERENCE"",""PROGRAMMATIC_HIERARCHY"",""QUANTITATIVE_TRIPLET"",""SEMANTIC_RELATIONSHIP"",""STRUCTURAL_MARKER"",""TEMPORAL_MARKER""]",0.0,200,[],"[""PATTERN_ENRICHMENT"",""KEYWORD_ENRICHMENT"",""ENTITY_ENRICHMENT""]","[""NER_EXTRACTION""]","[""ENTITY_LINKING"",""KEYWORD_MATCHING"",""PATTERN_MATCHING"",""REGEX_ENGINE"",""TF_IDF""]",True,True,True,False
_registry/patterns/by_dimension/DIM02.json,QuestionnaireSignalRegistry.get_patterns_by_dimension,Phase_02,YES,Signalt.PatternExtraction,YES,None,YES,LOW,,27418049cc1093857b88b186fbd1319c5744a8bd,phase_02,True,True,332860,irrigable_now,[],"[""PATTERN_ENRICHMENT"",""KEYWORD_ENRICHMENT"",""ENTITY_ENRICHMENT""]","[""ENTITY_LINKING"",""KEYWORD_MATCHING"",""NER_EXTRACTION"",""PATTERN_MATCHING"",""REGEX_ENGINE"",""TF_IDF""]","[""phase_2_enrichment""]","[""EvidenceNexus"",""IrrigationSynchronizer"",""SignalEnhancementIntegrator""]",3,1,"[""CAUSAL_INFERENCE"",""FINANCIAL_ANALYSIS"",""GRAPH_CONSTRUCTION"",""INTERDEPENDENCY_VALIDATION"",""NER_EXTRACTION"",""NUMERIC_PARSING"",""SEMANTIC_PROCESSING"",""TABLE_PARSING"",""TEMPORAL_REASONING""]","[""CAUSAL_LINK"",""FINANCIAL_CHAIN"",""INSTITUTIONAL_ENTITY"",""INTERDEPENDENCY_CONTEXT"",""NORMATIVE_REFERENCE"",""PROGRAMMATIC_HIERARCHY"",""QUANTITATIVE_TRIPLET"",""SEMANTIC_RELATIONSHIP"",""STRUCTURAL_MARKER"",""TEMPORAL_MARKER""]",0.0,200,[],"[""PATTERN_ENRICHMENT"",""KEYWORD_ENRICHMENT"",""ENTITY_ENRICHMENT""]","[""NER_EXTRACTION""]","[""ENTITY_LINKING"",""KEYWORD_MATCHING"",""PATTERN_MATCHING"",""REGEX_ENGINE"",""TF_IDF""]",True,True,True,False
_registry/patterns/by_dimension/DIM03.json,QuestionnaireSignalRegistry.get_patterns_by_dimension,Phase_02,YES,Signalt.PatternExtraction,YES,None,YES,LOW,,27701a292adb58fe67b7f617bb2bd1d4b583faca,phase_02,True,True,302275,irrigable_now,[],"[""PATTERN_ENRICHMENT"",""KEYWORD_ENRICHMENT"",""ENTITY_ENRICHMENT""]","[""ENTITY_LINKING"",""KEYWORD_MATCHING"",""NER_EXTRACTION"",""PATTERN_MATCHING"",""REGEX_ENGINE"",""TF_IDF""]","[""phase_2_enrichment""]","[""EvidenceNexus"",""IrrigationSynchronizer"",""SignalEnhancementIntegrator""]",3,1,"[""CAUSAL_INFERENCE"",""FINANCIAL_ANALYSIS"",""GRAPH_CONSTRUCTION"",""INTERDEPENDENCY_VALIDATION"",""NER_EXTRACTION"",""NUMERIC_PARSING"",""SEMANTIC_PROCESSING"",""TABLE_PARSING"",""TEMPORAL_REASONING""]","[""CAUSAL_LINK"",""FINANCIAL_CHAIN"",""INSTITUTIONAL_ENTITY"",""INTERDEPENDENCY_CONTEXT"",""NORMATIVE_REFERENCE"",""PROGRAMMATIC_HIERARCHY"",""QUANTITATIVE_TRIPLET"",""SEMANTIC_RELATIONSHIP"",""STRUCTURAL_MARKER"",""TEMPORAL_MARKER""]",0.0,200,[],"[""PATTERN_ENRICHMENT"",""KEYWORD_ENRICHMENT"",""ENTITY_ENRICHMENT""]","[""NER_EXTRACTION""]","[""ENTITY_LINKING"",""KEYWORD_MATCHING"",""PATTERN_MATCHING"",""REGEX_ENGINE"",""TF_IDF""]",True,True,True,False
_registry/patterns/by_dimension/DIM04.json,QuestionnaireSignalRegistry.get_patterns_by_dimension,Phase_02,YES,Signalt.PatternExtraction,YES,None,YES,LOW,,3a7b1aba833e82a5c65a9399813cddc6c493942b,phase_02,True,True,242877,irrigable_now,[],"[""PATTERN_ENRICHMENT"",""KEYWORD_ENRICHMENT"",""ENTITY_ENRICHMENT""]","[""ENTITY_LINKING"",""KEYWORD_MATCHING"",""NER_EXTRACTION"",""PATTERN_MATCHING"",""REGEX_ENGINE"",""TF_IDF""]","[""phase_2_enrichment""]","[""EvidenceNexus"",""IrrigationSynchronizer"",""SignalEnhancementIntegrator""]",3,1,"[""CAUSAL_INFERENCE"",""FINANCIAL_ANALYSIS"",""GRAPH_CONSTRUCTION"",""INTERDEPENDENCY_VALIDATION"",""NER_EXTRACTION"",""NUMERIC_PARSING"",""SEMANTIC_PROCESSING"",""TABLE_PARSING"",""TEMPORAL_REASONING""]","[""CAUSAL_LINK"",""FINANCIAL_CHAIN"",""INSTITUTIONAL_ENTITY"",""INTERDEPENDENCY_CONTEXT"",""NORMATIVE_REFERENCE"",""PROGRAMMATIC_HIERARCHY"",""QUANTITATIVE_TRIPLET"",""SEMANTIC_RELATIONSHIP"",""STRUCTURAL_MARKER"",""TEMPORAL_MARKER""]",0.0,200,[],"[""PATTERN_ENRICHMENT"",""KEYWORD_ENRICHMENT"",""ENTITY_ENRICHMENT""]","[""NER_EXTRACTION""]","[""ENTITY_LINKING"",""KEYWORD_MATCHING"",""PATTERN_MATCHING"",""REGEX_ENGINE"",""TF_IDF""]",True,True,True,False
_registry/patterns/by_dimension/DIM05.json,QuestionnaireSignalRegistry.get_patterns_by_dimension,Phase_02,YES,Signalt.PatternExtraction,YES,None,YES,LOW,,4b48022c78291c342ec053e37374ff27ad149c39,phase_02,True,True,293268,irrigable_now,[],"[""PATTERN_ENRICHMENT"",""KEYWORD_ENRICHMENT"",""ENTITY_ENRICHMENT""]","[""ENTITY_LINKING"",""KEYWORD_MATCHING"",""NER_EXTRACTION"",""PATTERN_MATCHING"",""REGEX_ENGINE"",""TF_IDF""]","[""phase_2_enrichment""]","[""EvidenceNexus"",""IrrigationSynchronizer"",""SignalEnhancementIntegrator""]",3,1,"[""CAUSAL_INFERENCE"",""FINANCIAL_ANALYSIS"",""GRAPH_CONSTRUCTION"",""INTERDEPENDENCY_VALIDATION"",""NER_EXTRACTION"",""NUMERIC_PARSING"",""SEMANTIC_PROCESSING"",""TABLE_PARSING"",""TEMPORAL_REASONING""]","[""CAUSAL_LINK"",""FINANCIAL_CHAIN"",""INSTITUTIONAL_ENTITY"",""INTERDEPENDENCY_CONTEXT"",""NORMATIVE_REFERENCE"",""PROGRAMMATIC_HIERARCHY"",""QUANTITATIVE_TRIPLET"",""SEMANTIC_RELATIONSHIP"",""STRUCTURAL_MARKER"",""TEMPORAL_MARKER""]",0.0,200,[],"[""PATTERN_ENRICHMENT"",""KEYWORD_ENRICHMENT"",""ENTITY_ENRICHMENT""]","[""NER_EXTRACTION""]","[""ENTITY_LINKING"",""KEYWORD_MATCHING"",""PATTERN_MATCHING"",""REGEX_ENGINE"",""TF_IDF""]",True,True,True,False
_registry/patterns/by_dimension/DIM06.json,QuestionnaireSignalRegistry.get_patterns_by_dimension,Phase_02,YES,Signalt.PatternExtraction,YES,None,YES,LOW,,c52e1fd37f9c6d5c024a8f7e9b11c420db493c7f,phase_02,True,True,271228,irrigable_now,[],"[""PATTERN_ENRICHMENT"",""KEYWORD_ENRICHMENT"",""ENTITY_ENRICHMENT""]","[""ENTITY_LINKING"",""KEYWORD_MATCHING"",""NER_EXTRACTION"",""PATTERN_MATCHING"",""REGEX_ENGINE"",""TF_IDF""]","[""phase_2_enrichment""]","[""EvidenceNexus"",""IrrigationSynchronizer"",""SignalEnhancementIntegrator""]",3,1,"[""CAUSAL_INFERENCE"",""FINANCIAL_ANALYSIS"",""GRAPH_CONSTRUCTION"",""INTERDEPENDENCY_VALIDATION"",""NER_EXTRACTION"",""NUMERIC_PARSING"",""SEMANTIC_PROCESSING"",""TABLE_PARSING"",""TEMPORAL_REASONING""]","[""CAUSAL_LINK"",""FINANCIAL_CHAIN"",""INSTITUTIONAL_ENTITY"",""INTERDEPENDENCY_CONTEXT"",""NORMATIVE_REFERENCE"",""PROGRAMMATIC_HIERARCHY"",""QUANTITATIVE_TRIPLET"",""SEMANTIC_RELATIONSHIP"",""STRUCTURAL_MARKER"",""TEMPORAL_MARKER""]",0.0,200,[],"[""PATTERN_ENRICHMENT"",""KEYWORD_ENRICHMENT"",""ENTITY_ENRICHMENT""]","[""NER_EXTRACTION""]","[""ENTITY_LINKING"",""KEYWORD_MATCHING"",""PATTERN_MATCHING"",""REGEX_ENGINE"",""TF_IDF""]",True,True,True,False
_registry/patterns/by_policy_area/PA01.json,QuestionnaireSignalRegistry.get_patterns_by_pa,Phase_02,YES,Signalt.PatternExtraction,YES,None,YES,LOW,,1ffea8a348d30e563e93dc5c6b103b9369c94298,phase_02,True,True,34376,irrigable_now,[],"[""PATTERN_ENRICHMENT"",""KEYWORD_ENRICHMENT"",""ENTITY_ENRICHMENT""]","[""ENTITY_LINKING"",""KEYWORD_MATCHING"",""NER_EXTRACTION"",""PATTERN_MATCHING"",""REGEX_ENGINE"",""TF_IDF""]","[""phase_2_enrichment""]","[""EvidenceNexus"",""IrrigationSynchronizer"",""SignalEnhancementIntegrator""]",3,1,"[""CAUSAL_INFERENCE"",""FINANCIAL_ANALYSIS"",""GRAPH_CONSTRUCTION"",""INTERDEPENDENCY_VALIDATION"",""NER_EXTRACTION"",""NUMERIC_PARSING"",""SEMANTIC_PROCESSING"",""TABLE_PARSING"",""TEMPORAL_REASONING""]","[""CAUSAL_LINK"",""FINANCIAL_CHAIN"",""INSTITUTIONAL_ENTITY"",""INTERDEPENDENCY_CONTEXT"",""NORMATIVE_REFERENCE"",""PROGRAMMATIC_HIERARCHY"",""QUANTITATIVE_TRIPLET"",""SEMANTIC_RELATIONSHIP"",""STRUCTURAL_MARKER"",""TEMPORAL_MARKER""]",0.0,200,[],"[""PATTERN_ENRICHMENT"",""KEYWORD_ENRICHMENT"",""ENTITY_ENRICHMENT""]","[""NER_EXTRACTION""]","[""ENTITY_LINKING"",""KEYWORD_MATCHING"",""PATTERN_MATCHING"",""REGEX_ENGINE"",""TF_IDF""]",True,True,True,False
_registry/patterns/by_policy_area/PA02.json,QuestionnaireSignalRegistry.get_patterns_by_pa,Phase_02,YES,Signalt.PatternExtraction,YES,None,YES,LOW,,17595d2dbeffaea0caf8d15ba73bf6c5fb300559,phase_02,True,True,1819,irrigable_now,[],"[""PATTERN_ENRICHMENT"",""KEYWORD_ENRICHMENT"",""ENTITY_ENRICHMENT""]","[""ENTITY_LINKING"",""KEYWORD_MATCHING"",""NER_EXTRACTION"",""PATTERN_MATCHING"",""REGEX_ENGINE"",""TF_IDF""]","[""phase_2_enrichment""]","[""EvidenceNexus"",""IrrigationSynchronizer"",""SignalEnhancementIntegrator""]",3,1,"[""CAUSAL_INFERENCE"",""FINANCIAL_ANALYSIS"",""GRAPH_CONSTRUCTION"",""INTERDEPENDENCY_VALIDATION"",""NER_EXTRACTION"",""NUMERIC_PARSING"",""SEMANTIC_PROCESSING"",""TABLE_PARSING"",""TEMPORAL_REASONING""]","[""CAUSAL_LINK"",""FINANCIAL_CHAIN"",""INSTITUTIONAL_ENTITY"",""INTERDEPENDENCY_CONTEXT"",""NORMATIVE_REFERENCE"",""PROGRAMMATIC_HIERARCHY"",""QUANTITATIVE_TRIPLET"",""SEMANTIC_RELATIONSHIP"",""STRUCTURAL_MARKER"",""TEMPORAL_MARKER""]",0.0,200,[],"[""PATTERN_ENRICHMENT"",""KEYWORD_ENRICHMENT"",""ENTITY_ENRICHMENT""]","[""NER_EXTRACTION""]","[""ENTITY_LINKING"",""KEYWORD_MATCHING"",""PATTERN_MATCHING"",""REGEX_ENGINE"",""TF_IDF""]",True,True,True,False
_registry/questionnaire_index.json,CanonicalQuestionnaireResolver._assemble,Phase_00,YES,Signalt.Assembly,YES,None,YES,LOW,,678d9bf86b5b8edd7be6c4bd2ca7c2660a19d718,phase_00,True,True,30652,irrigable_now,[],"[""SIGNAL_PACK"",""STATIC_LOAD""]",[],"[""phase_0_assembly""]",[],0,1,[],[],,,[],"[""SIGNAL_PACK"",""STATIC_LOAD""]",[],[],True,False,False,False
_registry/questions/integration_map.json,CQCLoader.route_signal,Cross-Phase,YES,Signalt.Routing,YES,None,YES,LOW,,4a6415448bdbf0da6add5e638099fa2f6899147f,Cross-Phase,True,True,47605,irrigable_now,[],[],[],[],[],0,0,[],[],,,[],[],[],[],False,False,False,False
_registry/questions/macro_question.json,Phase_08.MacroAggregator,Phase_08,YES,Signalt.Aggregation,YES,None,YES,LOW,,7f740eebffb202f8b9137628577b2ae60f62ff12,phase_08,True,True,920,not_irrigable_yet,"[""no_equipped_consumer_for_stage""]","[""MACRO_SCORE"",""MACRO_AGGREGATION""]","[""AGGREGATION_ENGINE"",""FINAL_ASSEMBLY"",""HOLISTIC_SCORING""]","[""phase_8_macro""]",[],0,1,[],[],,,[],"[""MACRO_SCORE"",""MACRO_AGGREGATION""]",[],"[""AGGREGATION_ENGINE"",""FINAL_ASSEMBLY"",""HOLISTIC_SCORING""]",True,False,False,False
